"","Colony","Nest","Day","ScaledX","ScaledY","Bin","ScaledDist","Density","Corner"
"220",19,"Tube",13,2.237140696,3.34720121,4,0.423069450299237,"Low","Y"
"221",19,"Tube",13,3.003655446,3.3213559,4,0.48331253712388,"Low","Y"
"222",19,"Tube",13,3.245712935,3.202849849,5,0.502037507587475,"Low","N"
"223",19,"Tube",14,2.445558649,1.629547142,2,0.210612354726037,"Low","N"
"224",19,"Tube",14,2.206755754,1.423533779,2,0.228166815554022,"Low","N"
"225",19,"Tube",14,1.533036377,1.970428731,3,0.295936162530906,"Low","Y"
"226",19,"Tube",14,1.79844098,3.170007424,4,0.389082623134095,"Low","Y"
"227",19,"Tube",14,3.228160728,3.163201559,5,0.499992287248285,"Low","N"
"228",20,"Tube",1,2.995555556,1.931111111,2,0.164983403252784,"Low","N"
"229",20,"Tube",3,1.641203704,1.753472222,3,0.260125045192873,"Low","Y"
"230",20,"Tube",4,3.585343228,3.759276438,5,0.542530989038001,"Low","N"
"231",20,"Tube",5,1.794842007,1.748373606,2,0.248026449053652,"Low","N"
"232",20,"Tube",7,2.242637342,1.744617669,2,0.212992307629382,"Low","N"
"233",20,"Tube",8,1.089552239,2.501865672,3,0.323876119674128,"Low","Y"
"234",20,"Tube",12,1.174765845,2.730997392,3,0.335114746884997,"Low","Y"
"235",20,"Tube",13,3.935509907,3.763598485,5,0.569862930273569,"Low","N"
"236",20,"Tube",14,2.701325883,1.718705363,2,0.177114377528309,"Low","N"
"237",12,"Tube",13,3.67703533,1.25,1,0.110727819646719,"Low","Y"
"238",17,"Tube",5,3.350988701,1.52306968,1,0.0979632135027837,"Low","Y"
"239",17,"Tube",7,3.386627907,1.883944544,1,0.120413327059218,"Low","Y"
"240",17,"Tube",8,3.880866426,1.647111913,1,0.10596968644376,"Low","Y"
"241",17,"Tube",14,3.651226158,2.24568574,1,0.141516067962564,"Low","Y"
"242",19,"Tube",3,3.465099037,1.48099634,1,0.133625364878206,"Low","Y"
"243",19,"Tube",9,3.603050595,1.54327939,1,0.13692490231238,"Low","Y"
"244",11,"Circle",3,4.072394851,2.186970631,6,0.162084188153995,"Low","N"
"245",11,"Circle",3,4.61143401,3.06200145,8,0.23223960575757,"Low","N"
"246",11,"Circle",3,3.207034083,3.063814358,8,0.227595841093368,"Low","N"
"247",11,"Circle",3,2.922407542,3.125453227,8,0.236105185323909,"Low","N"
"248",11,"Circle",4,4.957433688,2.626156369,7,0.210759087449745,"Low","N"
"249",11,"Circle",4,4.088834782,3.196174806,8,0.235456483874589,"Low","N"
"250",11,"Circle",4,3.444787977,2.68784791,7,0.19831599671799,"Low","N"
"251",11,"Circle",4,4.819246784,1.145589001,3,0.115034889024932,"Low","N"
"252",11,"Circle",4,3.115978024,3.07896384,8,0.229798026187301,"Low","N"
"253",11,"Circle",5,3.129893238,1.976868327,5,0.151296473939517,"Low","N"
"254",11,"Circle",5,3.451957295,2.919928826,8,0.21514662839132,"Low","N"
"255",11,"Circle",5,2.941281139,3.048042705,8,0.230295689209171,"Low","N"
"256",11,"Circle",5,4.795966192,2.379003559,6,0.189506926412241,"Low","N"
"257",11,"Circle",5,4.824435943,1.852313167,5,0.156168566056166,"Low","N"
"258",11,"Circle",6,3.458332721,1.805759191,5,0.134215418622999,"Low","N"
"259",11,"Circle",6,3.071079044,2.141544118,6,0.164026492269213,"Low","N"
"260",11,"Circle",6,4.375,2.232229779,6,0.169344136912739,"Low","N"
"261",11,"Circle",6,4.541667279,2.416053309,6,0.185569996784924,"Low","N"
"262",11,"Circle",6,3.100490809,3.004288603,8,0.224661122667197,"Low","N"
"263",11,"Circle",8,3.146520702,1.865865354,5,0.143193130161689,"Low","N"
"264",11,"Circle",8,2.802824846,2.891379476,8,0.222032215017674,"Low","N"
"265",11,"Circle",8,2.530965139,2.594747659,7,0.209034682593649,"Low","N"
"266",11,"Circle",8,4.364008467,2.831929382,8,0.211830748052164,"Low","N"
"267",11,"Circle",8,4.886054606,1.514738236,4,0.138352764241683,"Low","N"
"268",11,"Circle",9,5.026961397,1.543505515,4,0.146535366305787,"Low","N"
"269",11,"Circle",9,3.174632353,3.148897059,8,0.234092103246069,"Low","N"
"270",11,"Circle",9,3.169117647,2.257965074,6,0.170398017806972,"Low","N"
"271",11,"Circle",9,4.243259191,2.379288603,6,0.177768396420322,"Low","N"
"272",11,"Circle",9,4.041053309,2.212623162,6,0.163709641283003,"Low","N"
"273",11,"Circle",10,4.915779653,1.384072502,3,0.132460077216627,"Low","N"
"274",11,"Circle",10,4.906490575,2.405870994,6,0.194635621956303,"Low","N"
"275",11,"Circle",10,4.520064964,2.404013179,6,0.184267294150336,"Low","N"
"276",11,"Circle",10,3.04310169,2.545207152,7,0.192932467982146,"Low","N"
"277",11,"Circle",10,2.940921841,3.082115814,8,0.232713623266696,"Low","N"
"278",11,"Circle",11,2.234291237,2.368065169,6,0.205100813578526,"Low","N"
"279",11,"Circle",11,3.055964654,3.088488586,8,0.231319454585301,"Low","N"
"280",11,"Circle",11,5.031296024,1.577687776,4,0.148625784011294,"Low","N"
"281",11,"Circle",11,3.835296392,2.513499632,7,0.183371964663925,"Low","N"
"282",11,"Circle",11,4.247667526,2.596956922,7,0.193461709583704,"Low","N"
"283",11,"Circle",12,2.601105878,2.846646571,8,0.223880450680318,"Low","N"
"284",11,"Circle",12,2.849787114,3.075231726,8,0.233912978225546,"Low","N"
"285",11,"Circle",12,3.678724567,3.027505652,8,0.220805289187328,"Low","N"
"286",11,"Circle",12,4.847400151,1.769655237,4,0.151902630804686,"Low","N"
"287",11,"Circle",13,4.067613113,2.36196319,6,0.174735278675985,"Low","N"
"288",11,"Circle",13,4.215874233,2.147239264,6,0.160767093067684,"Low","N"
"289",11,"Circle",13,4.992969709,1.991309433,5,0.171235840867805,"Low","N"
"290",11,"Circle",13,2.84828796,2.287831672,6,0.179371016733753,"Low","N"
"291",11,"Circle",13,3.372315951,3.142254601,8,0.231785342965197,"Low","N"
"292",12,"Circle",1,3.951567444,1.538301415,5,0.138550287404916,"Low","N"
"293",12,"Circle",2,3.419629895,2.152204935,7,0.193731277031877,"Low","N"
"294",12,"Circle",3,3.097499411,1.610270377,5,0.15381310340268,"Low","N"
"295",12,"Circle",4,3.095828923,1.987309946,6,0.185369291601655,"Low","N"
"296",12,"Circle",6,4.107496918,1.52614893,4,0.139326023626154,"Low","N"
"297",12,"Circle",7,3.978927203,2.777777778,8,0.248173320962352,"Low","N"
"298",12,"Circle",8,2.605105416,1.531468077,5,0.169553424230133,"Low","N"
"299",12,"Circle",10,2.938836072,1.302816901,4,0.135903127770272,"Low","N"
"300",12,"Circle",11,3.062611624,1.539005004,5,0.14917114312183,"Low","N"
"301",12,"Circle",12,2.848344881,1.22786759,3,0.135131948863344,"Low","N"
"302",13,"Circle",1,3.103331286,1.336337019,7,0.24345717330113,"Low","N"
"303",13,"Circle",1,3.389981572,1.117936118,5,0.193122230934931,"Low","N"
"304",13,"Circle",1,4.110018428,1.076986077,5,0.186672287437019,"Low","N"
"305",13,"Circle",2,3.67760974,0.739749086,3,0.121889574379356,"Low","N"
"306",13,"Circle",2,3.958714392,0.847541095,4,0.144344112605846,"Low","N"
"307",13,"Circle",2,3.470479996,0.955333105,4,0.163984932325873,"Low","N"
"308",13,"Circle",3,3.434489832,0.707216745,3,0.127043102351254,"Low","N"
"309",13,"Circle",3,3.596780393,0.703258438,3,0.119657494315009,"Low","N"
"310",13,"Circle",3,3.541364104,1.202005041,6,0.201948787300909,"Low","N"
"311",13,"Circle",4,3.877374784,0.859958981,4,0.14498741903042,"Low","N"
"312",13,"Circle",4,3.472942573,0.993810449,5,0.170043241459652,"Low","N"
"313",13,"Circle",4,3.082901554,1.016839378,5,0.199738392019568,"Low","N"
"314",13,"Circle",6,3.378220141,1.088992974,5,0.189113766409764,"Low","N"
"315",13,"Circle",6,3.62412178,1.295862607,6,0.216427502862058,"Low","N"
"316",13,"Circle",6,3.222092116,1.2490242,6,0.222457939104027,"Low","N"
"317",13,"Circle",7,3.28689759,1.147087726,6,0.203003232906485,"Low","N"
"318",13,"Circle",7,3.008283133,1.086846762,5,0.216181478276096,"Low","N"
"319",13,"Circle",7,4.122740964,1.142068901,5,0.197501204845522,"Low","N"
"320",13,"Circle",8,3.520574537,0.966928053,4,0.164214331551609,"Low","N"
"321",13,"Circle",8,3.308506904,1.220651828,6,0.213163729013659,"Low","N"
"322",13,"Circle",8,3.297146138,1.466801759,7,0.252317559828048,"Low","N"
"323",13,"Circle",10,3.358237731,1.608839003,8,0.272604094360407,"Low","N"
"324",13,"Circle",10,3.641889153,1.651893966,8,0.274766057519432,"Low","N"
"325",13,"Circle",10,3.872357715,1.444218874,7,0.240739017962728,"Low","N"
"326",13,"Circle",11,4.119556914,1.14973262,6,0.198565422154032,"Low","N"
"327",13,"Circle",11,3.947669977,1.249045073,6,0.209443879670427,"Low","N"
"328",13,"Circle",11,3.665011459,1.050420168,5,0.17281940510519,"Low","N"
"329",13,"Circle",12,4.277777778,0.862068966,4,0.165931639882111,"Low","N"
"330",13,"Circle",12,3.710727969,0.996168582,5,0.163486781504259,"Low","N"
"331",13,"Circle",12,4.017241379,1.302681992,7,0.21956366843683,"Low","N"
"332",14,"Circle",3,2.951517395,2.938564027,7,0.195440113177262,"Low","N"
"333",14,"Circle",5,2.502443778,2.247005684,5,0.16471205731715,"Low","N"
"334",14,"Circle",7,5.081300813,0.975609756,2,0.107582773555811,"Low","N"
