"","Colony","Nest","Day","ScaledX","ScaledY","Bin","Density"
"404",19,"Circle",2,3.836997377,1.985821125,7,"Low"
"405",19,"Circle",2,3.533888843,1.499284051,5,"Low"
"406",19,"Circle",4,3.029618474,1.603915663,6,"Low"
"407",19,"Circle",4,3.812751004,0.986445783,3,"Low"
"408",19,"Circle",4,3.674698795,1.596385542,5,"Low"
"409",19,"Circle",4,3.358433735,1.616465863,6,"Low"
"410",19,"Circle",4,4.146586345,0.928714859,3,"Low"
"411",19,"Circle",5,3.056049822,1.977313167,7,"Low"
"412",19,"Circle",5,3.245106762,2.068505338,7,"Low"
"413",19,"Circle",5,3.84934831,1.811238879,6,"Low"
"414",19,"Circle",5,3.75,1.545818505,5,"Low"
"415",19,"Circle",5,3.634341637,1.120996441,3,"Low"
"416",19,"Circle",6,3.190103401,1.061580882,3,"Low"
"417",19,"Circle",6,3.880974265,1.432290901,5,"Low"
"418",19,"Circle",6,3.588389246,2.202819393,8,"Low"
"419",19,"Circle",6,3.326440717,2.069547335,7,"Low"
"420",19,"Circle",7,3.831818182,2.15,8,"Low"
"421",19,"Circle",7,3.595454545,1.040909091,3,"Low"
"422",19,"Circle",7,4.297727273,1.727272727,6,"Low"
"423",19,"Circle",7,4.265909091,1.415909091,5,"Low"
"424",19,"Circle",7,3.904545455,0.870454545,2,"Low"
"425",19,"Circle",8,4.275993119,1.909786697,7,"Low"
"426",19,"Circle",8,3.287461009,1.303516055,4,"Low"
"427",19,"Circle",8,3.78440367,1.956422018,7,"Low"
"428",19,"Circle",8,3.91131422,1.260704128,4,"Low"
"429",19,"Circle",8,3.510704128,1.301988532,4,"Low"
"430",19,"Circle",10,3.120318352,1.917134831,7,"Low"
"431",19,"Circle",10,4.36329588,1.811797753,6,"Low"
"432",19,"Circle",10,3.387172285,1.342071629,4,"Low"
"433",19,"Circle",10,3.636860955,1.952247191,7,"Low"
"434",19,"Circle",10,3.94428839,2.077090356,7,"Low"
"435",19,"Circle",11,3.780344139,2.109975577,7,"Low"
"436",19,"Circle",11,4.476021314,1.904234014,7,"Low"
"437",19,"Circle",11,3.320752664,1.341769538,4,"Low"
"438",19,"Circle",11,3.986827265,1.297364565,4,"Low"
"439",19,"Circle",11,4.227353464,1.114564831,3,"Low"
"440",19,"Circle",13,3.250478011,1.943116635,7,"Low"
"441",19,"Circle",13,3.594646272,1.976577438,7,"Low"
"442",19,"Circle",13,3.291108987,1.479445507,5,"Low"
"443",19,"Circle",13,4.059911568,1.346398184,4,"Low"
"444",19,"Circle",13,4.07584369,1.174314054,4,"Low"
"445",19,"Circle",14,3.120155039,1.151484981,4,"Low"
"446",19,"Circle",14,3.333333333,1.451872578,5,"Low"
"447",19,"Circle",14,4.845767926,1.602066376,6,"Low"
